microstate,energy
0,51.1892501572031
1,51.1892501572031
2,51.18038076595342
3,51.18038076595342
4,51.18038076595342
5,51.18038076595342
6,51.18038076595342
7,51.181986927594245
8,51.181986927594245
9,51.181986927594245
10,51.181986927594245
11,51.181986927594245
12,51.181986927594245
13,51.181986927594245
14,51.181986927594245
15,51.131411966672765
16,51.131411966672765
17,51.131411966672765
18,51.131411966672765
19,51.131411966672765
20,51.131411966672765
21,51.131411966672765
22,51.131411966672765
23,51.131411966672765
24,51.131411966672765
25,51.131411966672765
26,51.131411966672765
27,51.131411966672765
28,51.131411966672765
29,51.131411966672765
30,51.131411966672765
31,51.131411966672765
32,51.131411966672765
33,51.131411966672765
34,51.131411966672765
35,51.131411966672765
36,51.131411966672765
37,51.131411966672765
38,51.131411966672765
39,51.131411966672765
40,51.131411966672765
41,51.131411966672765
42,51.131411966672765
43,51.131411966672765
44,51.131411966672765
45,51.131411966672765
46,51.131411966672765
47,51.131411966672765
48,51.131411966672765
49,51.131411966672765
50,51.131411966672765
51,51.131411966672765
52,51.13163339334969
53,51.13163339334969
54,51.13163339334969
55,51.13163339334969
56,51.13163339334969
57,51.13163339334969
58,51.13163339334969
59,51.13163339334969
60,51.13163339334969
61,51.13163339334969
62,51.13163339334969
63,51.13163339334969
64,51.13163339334969
65,51.13163339334969
66,51.13163339334969
67,51.13163339334969
68,51.13163339334969
69,51.13163339334969
70,51.13163339334969
71,51.13163339334969
72,51.13163339334969
73,51.13163339334969
74,51.13163339334969
75,51.13163339334969
76,51.13163339334969
77,51.13163339334969
78,51.13163339334969
79,51.13163339334969
80,51.13163339334969
81,51.13163339334969
82,51.13163339334969
83,51.13163339334969
84,51.13163339334969
85,51.13163339334969
86,51.13163339334969
87,51.13163339334969
88,51.13163339334969
89,51.13163339334969
90,51.13163339334969
91,51.13163339334969
92,51.13163339334969
93,51.13163339334969
94,51.13163339334969
95,51.13163339334969
96,51.13163339334969
97,51.13163339334969
98,51.13163339334969
99,51.13466521725756
100,51.13466521725756
101,51.13466521725756
102,51.13466521725756
103,51.13466521725756
104,51.13466521725756
105,51.13466521725756
106,51.13466521725756
107,51.17336827039937
108,51.17105628453373
109,51.17105628453373
110,51.17105628453373
111,51.17105628453373
112,51.17105628453373
113,51.17105628453373
114,51.17105628453373
115,51.17105628453373
116,51.17105628453373
117,51.17105628453373
118,51.17105628453373
119,51.17105628453373
120,51.17105628453373
121,51.17105628453373
122,51.17105628453373
123,51.17105628453373
124,51.17105628453373
125,51.17105628453373
126,51.17105628453373
127,51.17105628453373
128,51.17105628453373
129,51.37893681378762
130,51.37893681378762
131,51.37893681378762
132,51.37893681378762
133,51.37893681378762
134,51.37893681378762
135,51.37893681378762
136,51.37746304137977
137,51.37746304137977
138,51.37746304137977
139,51.37746304137977
140,51.37746304137977
141,51.37746304137977
142,51.37746304137977
143,51.37746304137977
144,51.37746304137977
145,51.37746304137977
146,51.37746304137977
147,51.37746304137977
148,51.37746304137977
149,51.37746304137977
150,51.37746304137977
151,51.37746304137977
152,51.37837984280932
153,51.37837984280932
154,51.37837984280932
155,51.37837984280932
156,51.37837984280932
157,51.37837984280932
158,51.37837984280932
159,51.37837984280932
160,51.37837984280932
161,51.37837984280932
162,51.37837984280932
163,51.38881188178869
164,51.38881188178869
165,51.38881188178869
166,51.38881188178869
167,51.38881188178869
168,51.38881188178869
169,51.38881188178869
170,51.38881188178869
171,51.38881188178869
172,51.38881188178869
173,51.40220028728289
174,51.40220028728289
175,51.41415083076355
176,51.41415083076355
177,51.41415083076355
178,51.41415083076355
179,51.41415083076355
180,51.41415083076355
181,51.41415083076355
182,51.41415083076355
183,51.41415083076355
184,51.41415083076355
185,51.43121892493663
186,51.43121892493663
187,51.43121892493663
188,51.43121892493663
189,51.43121892493663
190,51.43121892493663
191,51.43121892493663
192,51.43121892493663
193,51.43121892493663
194,51.4284940031527
195,51.4284940031527
196,51.4284940031527
197,51.4284940031527
198,51.409194516073136
199,51.409194516073136
200,51.409194516073136
201,51.409194516073136
202,51.409194516073136
203,51.409194516073136
204,51.409194516073136
205,51.409194516073136
206,51.409194516073136
207,51.409194516073136
208,51.409194516073136
209,51.409194516073136
210,51.409194516073136
211,51.409194516073136
212,51.409194516073136
213,51.409194516073136
214,51.409194516073136
215,51.409194516073136
216,51.409194516073136
217,51.409194516073136
218,51.409194516073136
219,51.409194516073136
220,51.409194516073136
221,51.409194516073136
222,51.409194516073136
223,51.409194516073136
224,51.409194516073136
225,51.409194516073136
226,51.409194516073136
227,51.409194516073136
228,51.409194516073136
229,51.409194516073136
230,51.409194516073136
231,51.40123823125574
232,51.40123823125574
233,51.40123823125574
234,51.40123823125574
235,51.40123823125574
236,51.40123823125574
237,51.40123823125574
238,51.4029042768221
239,51.4029042768221
240,51.4029042768221
241,51.4029042768221
242,51.4029042768221
243,51.407744401072144
244,51.41730114770396
245,51.41730114770396
246,35.13013110341643
247,35.13013110341643
248,35.13013110341643
249,35.16576023397562
250,35.16576023397562
251,35.16576023397562
252,35.16576023397562
253,35.16576023397562
254,35.16576023397562
255,35.16576023397562
256,35.16576023397562
257,35.16576023397562
258,35.16576023397562
259,35.16576023397562
